SKU_ID,SKU_NAME,CATEGORY,ABC_CLASS,SUPPLIER_ID,SUPPLIER_NAME,WAREHOUSE_ID,WAREHOUSE_LOCATION,BATCH_ID,RECEIVED_DATE,LAST_PURCHASE_DATE,EXPIRY_DATE,AUDIT_DATE,STOCK_AGE_DAYS,QUANTITY_ON_HAND,QUANTITY_RESERVED,QUANTITY_COMMITTED,DAMAGED_QTY,RETURNS_QTY,AVG_DAILY_SALES,FORECAST_NEXT_30D,DAYS_OF_INVENTORY,SKU_CHURN_RATE,ORDER_FREQUENCY_PER_MONTH,REORDER_POINT,SAFETY_STOCK,LEAD_TIME_DAYS,UNIT_COST_USD,LAST_PURCHASE_PRICE_USD,TOTAL_INVENTORY_VALUE_USD,SUPPLIER_ONTIME_PCT,FIFO_FEFO,INVENTORY_STATUS,COUNT_VARIANCE,AUDIT_VARIANCE_PCT,DEMAND_FORECAST_ACCURACY_PCT,NOTES,UPLOAD_TIMESTAMP
SKU0759,Personal Product 347,Personal Care,B,S004,PT Nusantara Supplier,WHBDG,Bandung - Rancaekek,BATCH9596,2025-05-06,2025-05-01,2029-04-19,2025-07-12,126,91.00,28.00,24.00,4.00,2.00,773.00,217,1177.00,255.00,200.00,44.00,21.00,3,1807.00,1763.00,1.64,0.00,FEFO,In Stock,-1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0760,Personal Product 245,Personal Care,C,S005,PT Agro Raya,WHBDG,Bandung - Rancaekek,BATCH5921,2025-08-08,2025-06-16,2030-06-09,2025-07-05,32,26.00,12.00,0.00,0.00,2.00,333.00,104,781.00,384.00,100.00,40.00,17.00,7,1047.00,959.00,27224.00,0.00,FIFO,Low Stock,1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0761,Pantry Product 283,Pantry,C,S002,PT Indo Fresh,WHJKT,Jakarta - Cengkareng,BATCH9366,2025-05-01,2025-04-04,2026-12-07,2025-08-28,131,170.00,48.00,36.00,0.00,0.00,1618.00,345,1051.00,286.00,600.00,128.00,47.00,5,152.00,154.00,25775.00,0.00,FEFO,In Stock,0.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0762,Beverages Product 417,Beverages,A,S005,PT Agro Raya,WHSBY,Surabaya - Sidoarjo,BATCH2339,2025-07-06,2025-05-18,2029-10-17,2025-08-26,65,1.00,55.00,4.00,0.00,3.00,6630.00,2,1725.00,174.00,2900.00,401.00,136.00,4,412.00,394.00,4.71,0.00,FIFO,In Stock,-3.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0763,Frozen Product 403,Frozen,B,S003,PT Prima Distribusi,WHMDN,Medan - Deli Serdang,BATCH7819,2025-08-29,2025-07-04,2026-03-18,2025-07-31,11,174.00,24.00,16.00,1.00,0.00,1746.00,425,997.00,301.00,900.00,60.00,25.00,2,555.00,625.00,96587.00,0.00,FEFO,In Stock,1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0764,Frozen Product 344,Frozen,A,S008,PT Hygienic Supplies,WHDPS,Denpasar - Tabanan,BATCH4066,2025-07-04,2025-06-21,2026-03-28,2025-08-30,67,424.00,5.00,17.00,3.00,0.00,3785.00,1,1120.00,268.00,1100.00,63.00,25.00,1,626.00,643.00,2.66,0.00,FIFO,In Stock,0.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0765,Pantry Product 447,Pantry,C,S002,PT Indo Fresh,WHMDN,Medan - Deli Serdang,BATCH1095,2025-04-26,2025-04-01,2026-06-01,2025-09-08,136,29.00,2.00,2.00,1.00,1.00,197.00,75,1472.00,204.00,200.00,27.00,13.00,7,1243.00,1174.00,36044.00,0.00,FIFO,In Stock,1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0766,Frozen Product 355,Frozen,C,S007,PT Bakerindo,WHDPS,Denpasar - Tabanan,BATCH6910,2025-05-08,2025-03-25,2026-01-20,2025-08-02,124,80.00,24.00,5.00,1.00,2.00,1342.00,286,596.00,503.00,500.00,64.00,24.00,3,741.00,705.00,59248.00,0.00,FEFO,In Stock,0.00,0.00,0.00,High return rate,2026-01-04T03:05:54Z
SKU0767,Fresh Product 58,Fresh Produce,C,S001,PT Segar Makmur,WHBDG,Bandung - Rancaekek,BATCH8882,2025-09-03,2025-07-24,2025-09-09,2025-06-18,6,87.00,21.00,9.00,2.00,0.00,841.00,225,1034.00,290.00,700.00,41.00,16.00,3,244.00,234.00,21251.00,0.00,FIFO,Expiring Soon,4.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0768,Household Product 440,Household,B,S009,PT Beverage Nusantara,WHBDG,Bandung - Rancaekek,BATCH8592,2025-08-18,2025-08-09,2028-04-25,2025-07-17,22,78.00,6.00,20.00,2.00,1.00,590.00,152,1322.00,227.00,500.00,19.00,7.00,2,1356.00,1423.00,1.06,0.00,FEFO,In Stock,0.00,0.00,0.00,High return rate,2026-01-04T03:05:54Z
SKU0769,Personal Product 379,Personal Care,C,S008,PT Hygienic Supplies,WHMDN,Medan - Deli Serdang,BATCH8364,2025-05-12,2025-04-05,2026-06-21,2025-08-15,120,36.00,10.00,12.00,0.00,1.00,476.00,123,756.00,397.00,100.00,19.00,9.00,2,659.00,712.00,23738.00,0.00,FIFO,In Stock,0.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0770,Household Product 201,Household,B,S001,PT Segar Makmur,WHSBY,Surabaya - Sidoarjo,BATCH8074,2025-09-07,2025-08-12,2027-04-05,2025-06-27,2,111.00,13.00,14.00,2.00,0.00,823.00,199,1349.00,222.00,400.00,44.00,19.00,3,1197.00,1247.00,1.33,0.00,FEFO,In Stock,3.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0771,Pantry Product 149,Pantry,C,S001,PT Segar Makmur,WHMDN,Medan - Deli Serdang,BATCH9410,2025-05-30,2025-04-23,2029-02-18,2025-08-11,102,218.00,10.00,20.00,2.00,0.00,1352.00,308,1612.00,186.00,400.00,291.00,102.00,14,88.00,80.00,19140.00,0.00,FEFO,Low Stock,1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0772,Pantry Product 217,Pantry,C,S010,PT DailyDairy,WHSBY,Surabaya - Sidoarjo,BATCH5388,2025-04-21,2025-02-23,2026-08-29,2025-07-11,141,74.00,29.00,45.00,4.00,0.00,1875.00,559,395.00,760.00,900.00,86.00,30.00,3,1080.00,1003.00,79884.00,0.00,FEFO,Low Stock,-5.00,0.00,0.00,Temperature controlled,2026-01-04T03:05:54Z
SKU0773,Personal Product 178,Personal Care,B,S008,PT Hygienic Supplies,WHMDN,Medan - Deli Serdang,BATCH5718,2025-09-04,2025-07-20,2027-07-31,2025-07-11,5,83.00,26.00,0.00,0.00,1.00,1154.00,324,719.00,417.00,500.00,36.00,13.00,2,1591.00,1662.00,1.32,0.00,FIFO,In Stock,3.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0774,Meat Product 113,Meat,A,S010,PT DailyDairy,WHSBY,Surabaya - Sidoarjo,BATCH3148,2025-04-08,2025-02-11,2025-04-27,2025-07-22,154,244.00,0.00,44.00,2.00,0.00,2204.00,807,1107.00,271.00,300.00,173.00,63.00,5,1041.00,1041.00,2.54,0.00,FEFO,Expiring Soon,0.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0775,Household Product 345,Household,C,S006,PT Frozen Express,WHMDN,Medan - Deli Serdang,BATCH4394,2025-07-30,2025-07-12,2030-01-23,2025-06-16,41,14.00,2.00,1.00,1.00,3.00,180.00,59,778.00,386.00,200.00,21.00,12.00,5,1844.00,1682.00,25814.00,0.00,FIFO,Low Stock,-2.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0776,Dairy Product 81,Dairy,C,S010,PT DailyDairy,WHMDN,Medan - Deli Serdang,BATCH9089,2025-08-15,2025-07-27,2025-09-04,2025-08-14,25,25.00,2.00,11.00,3.00,2.00,547.00,191,457.00,656.00,400.00,27.00,11.00,3,167.00,152.00,4167.00,0.00,FIFO,Low Stock,3.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0777,Personal Product 184,Personal Care,A,S005,PT Agro Raya,WHSBY,Surabaya - Sidoarjo,BATCH3862,2025-03-20,2025-01-27,2027-02-07,2025-09-01,173,260.00,14.00,46.00,1.00,1.00,2497.00,838,1041.00,288.00,700.00,79.00,29.00,2,1516.00,1462.00,3.94,0.00,FIFO,In Stock,-6.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0778,Fresh Product 117,Fresh Produce,C,S002,PT Indo Fresh,WHDPS,Denpasar - Tabanan,BATCH5224,2025-07-14,2025-06-23,2025-07-24,2025-09-04,57,106.00,46.00,37.00,0.00,0.00,2699.00,966,393.00,764.00,1000.00,571.00,193.00,14,220.00,226.00,23306.00,0.00,FEFO,Low Stock,0.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0779,Pantry Product 459,Pantry,B,S003,PT Prima Distribusi,WHDPS,Denpasar - Tabanan,BATCH2706,2025-04-08,2025-02-22,2030-01-08,2025-07-15,154,286.00,87.00,39.00,1.00,2.00,2829.00,975,1011.00,297.00,1900.00,88.00,31.00,2,611.00,555.00,1.75,0.00,FIFO,In Stock,0.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0780,Personal Product 387,Personal Care,B,S002,PT Indo Fresh,WHJKT,Jakarta - Cengkareng,BATCH2669,2025-04-06,2025-02-13,2029-09-05,2025-07-07,156,144.00,71.00,51.00,0.00,3.00,2114.00,698,681.00,440.00,600.00,35.00,14.00,1,1308.00,1433.00,1.88,0.00,FIFO,In Stock,5.00,0.00,0.00,Seasonal SKU,2026-01-04T03:05:54Z
SKU0781,Household Product 467,Household,A,S006,PT Frozen Express,WHBDG,Bandung - Rancaekek,BATCH8233,2025-06-27,2025-05-10,2030-06-16,2025-08-28,74,210.00,23.00,17.00,0.00,1.00,1251.00,419,1679.00,179.00,500.00,191.00,66.00,10,1949.00,2205.00,4.09,0.00,FEFO,In Stock,-6.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0782,Bakery Product 420,Bakery,C,S003,PT Prima Distribusi,WHJKT,Jakarta - Cengkareng,BATCH7811,2025-07-20,2025-06-01,2025-07-25,2025-08-09,51,29.00,29.00,0.00,6.00,0.00,5657.00,2,51.00,5852.00,2000.00,176.00,63.00,2,217.00,242.00,6287.00,0.00,FIFO,Low Stock,0.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0783,Frozen Product 147,Frozen,B,S009,PT Beverage Nusantara,WHBDG,Bandung - Rancaekek,BATCH7101,2025-08-19,2025-07-05,2026-04-24,2025-07-25,21,185.00,26.00,21.00,0.00,3.00,1248.00,297,1482.00,202.00,700.00,43.00,18.00,2,736.00,708.00,1.36,0.00,FEFO,In Stock,0.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0784,Meat Product 386,Meat,B,S009,PT Beverage Nusantara,WHMDN,Medan - Deli Serdang,BATCH8025,2025-07-13,2025-06-17,2025-07-22,2025-07-13,58,180.00,43.00,5.00,0.00,0.00,1428.00,548,1260.00,238.00,500.00,46.00,17.00,2,942.00,869.00,1.70,0.00,FEFO,Expiring Soon,3.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0785,Frozen Product 350,Frozen,C,S006,PT Frozen Express,WHJKT,Jakarta - Cengkareng,BATCH1162,2025-05-19,2025-04-04,2025-12-22,2025-08-30,113,288.00,89.00,28.00,4.00,1.00,2834.00,1,1016.00,295.00,1200.00,135.00,50.00,3,214.00,200.00,61612.00,0.00,FIFO,In Stock,0.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0786,Bakery Product 396,Bakery,C,S003,PT Prima Distribusi,WHMDN,Medan - Deli Serdang,BATCH1607,2025-08-25,2025-07-14,2025-08-30,2025-06-28,15,301.00,97.00,2.00,1.00,0.00,3797.00,844,793.00,378.00,1000.00,65.00,27.00,1,72.00,72.00,21609.00,0.00,FIFO,Expiring Soon,0.00,0.00,0.00,Temperature controlled,2026-01-04T03:05:54Z
SKU0787,Personal Product 215,Personal Care,C,S007,PT Bakerindo,WHDPS,Denpasar - Tabanan,BATCH6638,2025-06-24,2025-06-24,2028-03-27,2025-07-04,77,60.00,15.00,8.00,0.00,0.00,844.00,328,711.00,422.00,100.00,127.00,43.00,10,530.00,526.00,31778.00,0.00,FEFO,Low Stock,1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0788,Dairy Product 207,Dairy,C,S008,PT Hygienic Supplies,WHBDG,Bandung - Rancaekek,BATCH8244,2025-04-23,2025-03-10,2025-05-19,2025-06-18,139,157.00,31.00,13.00,1.00,0.00,2843.00,605,552.00,543.00,1100.00,178.00,64.00,4,171.00,163.00,26860.00,0.00,FEFO,Low Stock,-3.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0789,Dairy Product 155,Dairy,B,S002,PT Indo Fresh,WHJKT,Jakarta - Cengkareng,BATCH7389,2025-04-25,2025-03-10,2025-05-12,2025-07-05,137,233.00,43.00,69.00,4.00,2.00,3493.00,1,667.00,450.00,900.00,58.00,23.00,1,391.00,386.00,91166.00,0.00,FIFO,Expiring Soon,7.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0790,Meat Product 48,Meat,B,S009,PT Beverage Nusantara,WHDPS,Denpasar - Tabanan,BATCH6582,2025-06-22,2025-05-05,2025-07-13,2025-09-07,79,357.00,11.00,69.00,1.00,1.00,3917.00,1,911.00,329.00,1400.00,61.00,22.00,1,447.00,502.00,1.60,0.00,FIFO,Expiring Soon,3.00,0.00,0.00,Temperature controlled,2026-01-04T03:05:54Z
SKU0791,Pantry Product 124,Pantry,A,S005,PT Agro Raya,WHMDN,Medan - Deli Serdang,BATCH1982,2025-05-03,2025-03-11,2026-12-15,2025-08-07,129,219.00,43.00,15.00,2.00,0.00,2939.00,754,745.00,403.00,700.00,94.00,35.00,2,1042.00,948.00,2.28,0.00,FEFO,In Stock,-1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0792,Seafood Product 25,Seafood,C,S002,PT Indo Fresh,WHMDN,Medan - Deli Serdang,BATCH8424,2025-06-25,2025-06-04,2025-06-28,2025-06-27,76,37.00,6.00,5.00,0.00,0.00,329.00,99,1125.00,267.00,200.00,70.00,24.00,14,1421.00,1583.00,52587.00,0.00,FIFO,Low Stock,-2.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0793,Personal Product 322,Personal Care,B,S009,PT Beverage Nusantara,WHDPS,Denpasar - Tabanan,BATCH5902,2025-07-12,2025-06-24,2028-06-28,2025-07-23,59,219.00,12.00,33.00,1.00,1.00,1781.00,452,1230.00,244.00,800.00,33.00,15.00,1,795.00,854.00,1.74,0.00,FIFO,In Stock,0.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0794,Meat Product 168,Meat,A,S009,PT Beverage Nusantara,WHDPS,Denpasar - Tabanan,BATCH8443,2025-07-22,2025-07-16,2025-08-07,2025-07-17,49,722.00,17.00,45.00,1.00,1.00,3582.00,1,2016.00,149.00,1100.00,116.00,44.00,2,445.00,507.00,3.22,0.00,FIFO,Expiring Soon,-2.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0795,Fresh Product 32,Fresh Produce,C,S007,PT Bakerindo,WHBDG,Bandung - Rancaekek,BATCH8309,2025-05-11,2025-05-07,2025-05-17,2025-06-15,121,343.00,128.00,52.00,1.00,0.00,4424.00,2,775.00,387.00,1300.00,73.00,29.00,1,176.00,164.00,60382.00,0.00,FEFO,Expiring Soon,3.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0796,Pantry Product 266,Pantry,B,S007,PT Bakerindo,WHSBY,Surabaya - Sidoarjo,BATCH7937,2025-04-13,2025-03-16,2029-01-28,2025-07-18,149,116.00,24.00,2.00,4.00,1.00,1020.00,376,1137.00,264.00,400.00,55.00,24.00,3,1190.00,1319.00,1.38,0.00,FEFO,In Stock,3.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0797,Dairy Product 66,Dairy,C,S008,PT Hygienic Supplies,WHMDN,Medan - Deli Serdang,BATCH9408,2025-08-07,2025-06-13,2025-09-05,2025-06-13,33,54.00,8.00,4.00,0.00,0.00,819.00,318,659.00,455.00,100.00,132.00,50.00,10,138.00,141.00,7451.00,0.00,FIFO,Low Stock,1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0798,Frozen Product 383,Frozen,C,S003,PT Prima Distribusi,WHDPS,Denpasar - Tabanan,BATCH7694,2025-06-07,2025-05-31,2026-01-03,2025-07-24,94,37.00,6.00,2.00,1.00,1.00,315.00,86,1175.00,255.00,200.00,9.00,6.00,1,406.00,370.00,15021.00,0.00,FIFO,In Stock,-2.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0799,Fresh Product 79,Fresh Produce,C,S002,PT Indo Fresh,WHSBY,Surabaya - Sidoarjo,BATCH5968,2025-06-23,2025-06-05,2025-07-01,2025-09-06,78,1.00,207.00,202.00,1.00,0.00,7587.00,3,1574.00,191.00,3000.00,115.00,39.00,1,44.00,46.00,53097.00,0.00,FEFO,Expiring Soon,3.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0800,Dairy Product 302,Dairy,C,S007,PT Bakerindo,WHJKT,Jakarta - Cengkareng,BATCH4532,2025-06-23,2025-06-12,2025-07-09,2025-09-09,78,581.00,151.00,44.00,0.00,0.00,5039.00,1,1153.00,260.00,1600.00,532.00,179.00,7,91.00,83.00,53138.00,0.00,FEFO,Expiring Soon,0.00,0.00,0.00,Promotional item,2026-01-04T03:05:54Z
SKU0801,Fresh Product 23,Fresh Produce,C,S007,PT Bakerindo,WHMDN,Medan - Deli Serdang,BATCH8411,2025-04-16,2025-02-18,2025-04-23,2025-07-23,146,190.00,24.00,33.00,1.00,1.00,1678.00,420,1132.00,265.00,1500.00,133.00,49.00,5,85.00,84.00,16190.00,0.00,FEFO,Expiring Soon,-1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0802,Beverages Product 311,Beverages,C,S003,PT Prima Distribusi,WHBDG,Bandung - Rancaekek,BATCH8551,2025-05-03,2025-03-16,2029-11-26,2025-06-16,129,532.00,102.00,144.00,0.00,0.00,5157.00,2,1032.00,291.00,1300.00,238.00,83.00,3,135.00,125.00,71767.00,0.00,FEFO,In Stock,1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0803,Household Product 167,Household,C,S002,PT Indo Fresh,WHDPS,Denpasar - Tabanan,BATCH7711,2025-03-23,2025-02-27,2029-09-20,2025-07-21,170,17.00,17.00,0.00,1.00,1.00,1571.00,606,108.00,2772.00,500.00,73.00,26.00,3,745.00,750.00,12670.00,0.00,FIFO,Low Stock,1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0804,Fresh Product 344,Fresh Produce,C,S008,PT Hygienic Supplies,WHSBY,Surabaya - Sidoarjo,BATCH3713,2025-03-28,2025-02-11,2025-04-01,2025-06-28,165,245.00,22.00,17.00,0.00,0.00,1979.00,611,1238.00,242.00,800.00,36.00,16.00,1,30.00,29.00,7397.00,0.00,FIFO,Expiring Soon,-6.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0805,Beverages Product 159,Beverages,C,S009,PT Beverage Nusantara,WHJKT,Jakarta - Cengkareng,BATCH2395,2025-03-29,2025-03-17,2029-05-17,2025-06-29,164,96.00,42.00,15.00,2.00,0.00,2537.00,714,378.00,793.00,500.00,78.00,27.00,2,606.00,571.00,58196.00,0.00,FIFO,In Stock,-2.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0806,Beverages Product 258,Beverages,B,S001,PT Segar Makmur,WHJKT,Jakarta - Cengkareng,BATCH3944,2025-03-25,2025-03-24,2029-03-18,2025-08-14,168,189.00,123.00,61.00,1.00,1.00,5659.00,2,334.00,898.00,2100.00,258.00,88.00,3,586.00,616.00,1.11,0.00,FEFO,Low Stock,-1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0807,Beverages Product 455,Beverages,A,S010,PT DailyDairy,WHMDN,Medan - Deli Serdang,BATCH6249,2025-08-19,2025-07-25,2029-08-15,2025-07-09,21,975.00,215.00,71.00,1.00,2.00,7867.00,2,1239.00,242.00,2700.00,828.00,277.00,7,461.00,519.00,4.50,0.00,FIFO,In Stock,4.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0808,Fresh Product 224,Fresh Produce,C,S003,PT Prima Distribusi,WHMDN,Medan - Deli Serdang,BATCH6199,2025-09-03,2025-08-10,2025-09-14,2025-08-29,6,277.00,13.00,22.00,1.00,0.00,2358.00,702,1175.00,255.00,1000.00,80.00,33.00,2,110.00,111.00,30398.00,0.00,FEFO,Expiring Soon,1.00,0.00,0.00,Seasonal SKU,2026-01-04T03:05:54Z
SKU0809,Pantry Product 147,Pantry,C,S003,PT Prima Distribusi,WHBDG,Bandung - Rancaekek,BATCH3526,2025-07-06,2025-06-17,2027-01-05,2025-06-15,65,39.00,1.00,14.00,0.00,1.00,472.00,160,826.00,363.00,300.00,31.00,12.00,4,1228.00,1341.00,47910.00,0.00,FEFO,In Stock,-1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0810,Pantry Product 167,Pantry,C,S003,PT Prima Distribusi,WHJKT,Jakarta - Cengkareng,BATCH7388,2025-08-26,2025-08-20,2028-04-27,2025-08-22,14,35.00,12.00,9.00,0.00,1.00,526.00,180,665.00,451.00,100.00,62.00,25.00,7,890.00,923.00,31139.00,0.00,FEFO,Low Stock,-1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0811,Seafood Product 193,Seafood,B,S002,PT Indo Fresh,WHJKT,Jakarta - Cengkareng,BATCH4874,2025-07-20,2025-06-19,2025-07-26,2025-08-26,51,404.00,91.00,24.00,1.00,0.00,2970.00,1,1360.00,221.00,1000.00,143.00,54.00,3,461.00,465.00,1.86,0.00,FEFO,Expiring Soon,2.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0812,Seafood Product 284,Seafood,C,S007,PT Bakerindo,WHJKT,Jakarta - Cengkareng,BATCH7676,2025-05-09,2025-03-30,2025-05-12,2025-09-07,123,178.00,33.00,8.00,1.00,0.00,2405.00,621,740.00,405.00,900.00,257.00,89.00,7,449.00,417.00,79840.00,0.00,FIFO,Low Stock,2.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0813,Personal Product 346,Personal Care,C,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH3057,2025-04-20,2025-04-01,2029-12-14,2025-07-14,142,24.00,8.00,2.00,1.00,3.00,457.00,137,525.00,571.00,100.00,23.00,14.00,2,1253.00,1434.00,30078.00,0.00,FEFO,In Stock,0.00,0.00,0.00,Temperature controlled,2026-01-04T03:05:54Z
SKU0814,Dairy Product 496,Dairy,C,S003,PT Prima Distribusi,WHSBY,Surabaya - Sidoarjo,BATCH5016,2025-04-24,2025-03-21,2025-05-06,2025-06-30,138,30.00,30.00,0.00,4.00,1.00,3802.00,1,79.00,3802.00,1200.00,60.00,22.00,1,211.00,218.00,6338.00,0.00,FEFO,Low Stock,-6.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0815,Fresh Product 238,Fresh Produce,C,S010,PT DailyDairy,WHSBY,Surabaya - Sidoarjo,BATCH1008,2025-03-26,2025-03-23,2025-03-31,2025-08-06,167,912.00,142.00,81.00,1.00,0.00,7924.00,2,1151.00,261.00,2000.00,478.00,161.00,4,36.00,41.00,32640.00,0.00,FEFO,Expiring Soon,-1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0816,Household Product 195,Household,C,S006,PT Frozen Express,WHBDG,Bandung - Rancaekek,BATCH5609,2025-04-13,2025-04-11,2029-02-21,2025-07-03,149,57.00,18.00,16.00,0.00,0.00,904.00,290,631.00,476.00,400.00,140.00,50.00,10,676.00,620.00,38549.00,0.00,FIFO,Low Stock,-5.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0817,Seafood Product 203,Seafood,B,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH8077,2025-04-20,2025-04-07,2025-04-27,2025-06-14,142,208.00,0.00,2.00,2.00,0.00,2358.00,757,882.00,340.00,900.00,39.00,15.00,1,677.00,662.00,1.41,0.00,FEFO,Expiring Soon,-3.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0818,Pantry Product 386,Pantry,C,S008,PT Hygienic Supplies,WHSBY,Surabaya - Sidoarjo,BATCH6269,2025-07-09,2025-06-18,2030-03-26,2025-07-13,62,18.00,1.00,4.00,0.00,0.00,128.00,43,1406.00,213.00,200.00,7.00,3.00,3,37.00,36.00,663.00,0.00,FIFO,In Stock,3.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0819,Seafood Product 468,Seafood,C,S003,PT Prima Distribusi,WHJKT,Jakarta - Cengkareng,BATCH1070,2025-04-07,2025-02-09,2025-04-17,2025-06-15,155,130.00,15.00,24.00,4.00,2.00,1262.00,358,1030.00,291.00,800.00,98.00,35.00,5,382.00,433.00,49664.00,0.00,FIFO,Expiring Soon,0.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0820,Pantry Product 357,Pantry,A,S008,PT Hygienic Supplies,WHMDN,Medan - Deli Serdang,BATCH2270,2025-04-25,2025-03-22,2026-10-08,2025-06-16,137,313.00,6.00,51.00,2.00,0.00,2799.00,863,1118.00,268.00,1200.00,594.00,202.00,14,1362.00,1469.00,4.26,0.00,FIFO,Low Stock,4.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0821,Dairy Product 498,Dairy,B,S007,PT Bakerindo,WHDPS,Denpasar - Tabanan,BATCH3903,2025-06-10,2025-04-18,2025-06-29,2025-08-25,91,480.00,85.00,80.00,1.00,0.00,3732.00,1,1286.00,233.00,1400.00,564.00,191.00,10,313.00,286.00,1.50,0.00,FIFO,Low Stock,2.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0822,Personal Product 228,Personal Care,A,S001,PT Segar Makmur,WHBDG,Bandung - Rancaekek,BATCH6862,2025-09-04,2025-08-23,2028-04-01,2025-06-23,5,258.00,42.00,39.00,0.00,0.00,1859.00,671,1388.00,216.00,500.00,89.00,33.00,3,2137.00,2342.00,5.51,0.00,FIFO,In Stock,-1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0823,Household Product 114,Household,C,S004,PT Nusantara Supplier,WHMDN,Medan - Deli Serdang,BATCH5599,2025-06-09,2025-05-09,2026-08-23,2025-09-09,92,40.00,0.00,13.00,0.00,0.00,1003.00,321,399.00,752.00,500.00,106.00,36.00,7,196.00,206.00,7838.00,0.00,FIFO,Low Stock,-1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0824,Household Product 203,Household,B,S002,PT Indo Fresh,WHSBY,Surabaya - Sidoarjo,BATCH9093,2025-04-17,2025-04-07,2029-02-04,2025-06-17,145,72.00,25.00,47.00,3.00,0.00,1449.00,377,497.00,604.00,500.00,70.00,27.00,3,1906.00,1932.00,1.37,0.00,FIFO,In Stock,-2.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0825,Beverages Product 309,Beverages,B,S010,PT DailyDairy,WHBDG,Bandung - Rancaekek,BATCH3101,2025-08-24,2025-07-08,2029-12-10,2025-08-24,16,582.00,120.00,269.00,5.00,0.00,9950.00,4,585.00,513.00,3700.00,307.00,108.00,2,291.00,266.00,1.69,0.00,FIFO,In Stock,0.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0826,Pantry Product 117,Pantry,B,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH1378,2025-07-22,2025-06-08,2030-05-10,2025-06-14,49,138.00,32.00,40.00,2.00,1.00,1592.00,480,867.00,346.00,700.00,29.00,13.00,1,808.00,865.00,1.11,0.00,FEFO,In Stock,3.00,0.00,0.00,,2026-01-04T03:05:54Z
